"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: FHIR","Mapping: RIM Mapping"
"Immunization","Immunization","","","",1,1,"","","","","Immunization","Immunization","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
","","n/a"
"Immunization.administration.modifierExtension","Immunization.administration.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Immunization.administration.date","Immunization.administration.date","","","",1,1,"","","","BackboneElement {[]} {[]}
","[M] Date of Immunization Administration","The date the Medicinal Immunizing Product was administered to the person.","","","","","","","","","",,,,,"",,,,"Immunization.administration.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}"
"Immunization.administration.date.id","Immunization.administration.date.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Immunization.administration.date.extension","Immunization.administration.date.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Immunization.administration.date.id","Immunization.administration.date.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Immunization.administration.date.extension","Immunization.administration.date.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Immunization.administration.date.modifierExtension","Immunization.administration.date.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Immunization.administration.date.value","Immunization.administration.date.value","","","",1,1,"","","","dateTime {[]} {[]}
","[M] Date of Immunization Administration","The date the immunization was administered to the person. 
Used to assess whether the subject is protected against a particular disease. 
Jurisdictions may have different business rules for dealing with partial or estimated dates when complete dates are not known.","","","","","","","","","",,,,,"",,,,"Immunization.administration.date.value",0,1,"","","Immunization.occurrenceDateTime"
"Immunization.administration.date.estimated","Immunization.administration.date.estimated","","","",1,1,"","","","BackboneElement {[]} {[]}
","[R] Estimated Date Flag","A flag to indicate the Date of Immunization Administration was estimated.   
To be used in conjunction with the Date of Immunization Administration data element to indicate that an estimated date was recorded for an immunization event as part of the subject history.","","","","","","","","","",,,,,"",,,,"Immunization.administration.date.estimated",0,1,"",""
"Immunization.administration.dosage","Immunization.administration.dosage","","","",0,*,"","","","Quantity {[]} {[]}
","Quantity administered","Quantity of the dose administered; (e.g., influenza dose is 0.25 or 0.5).","","","","","","","","","",,,,,"",,,,"Immunization.administration.dosage",0,*,"","","Immunization.doseQuantity"
"Immunization.administration.routeOfAdministration","Immunization.administration.routeOfAdministration","","","",1,1,"","","","CodeableConcept {[]} {[]}
","[R] Immunization Route of Administration","Route by which the Medicinal Immunizing Product was administered to the body.
Assists with management reporting such as adverse event management (e.g., was the correct route of administration used).  (intramuscular injection, subcutaneous injection, oral, etc.).","","","","","","","","","",,,,,"",,,,"Immunization.administration.routeOfAdministration",0,1,"","","Immunization.route"
"Immunization.administration.site","Immunization.administration.site","","","",1,1,"","","","CodeableConcept {[]} {[]}
","[R] Immunization Anatomical Site","The body location to or through which a Medicinal Immunizing Product was administered.
It is important to record where the Medicinal Immunizing Product was delivered to the body in the event of a reported local reaction to a vaccine.  When multiple agents are administered to multiple sites on the body, anatomical site helps determine which vaccine may have been responsible.","","","","","","","","","",,,,,"",,,,"Immunization.administration.site",0,1,"","","Immunization.site"
"Immunization.administration.performer","Immunization.administration.performer","","","",1,1,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/HealthProfessional {[]} {[]}
","[R] Health Care Worker Responsible for Immunization Administration","The person who is medically responsible for the decision to administer an immunization product.","","","","","","","","","",,,,,"",,,,"Immunization.administration.performer",0,1,"","","Immunization.performer"
"Immunization.administration.administrationCenter","Immunization.administration.administrationCenter","","","",1,1,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/SimpleOrganization {[]} {[]}
","[R] Organization responsible for Immunization Administration","The health authority responsible for the immunization event.","","","","","","","","","",,,,,"",,,,"Immunization.administration.administrationCenter",0,1,"","","Immunization.performer"
"Immunization.administration.location","Immunization.administration.location","","","",1,1,"","","","Location {[]} {[]}
","[R] Location of Immunization Administration","The location where the immunization occurred is a further specification of the Organization responsible for Immunization Administration.","","","","","","","","","",,,,,"",,,,"Immunization.administration.location",0,1,"","","Immunization.location"
"Immunization.administration.country","Immunization.administration.country","","","",1,1,"","","","CodeableConcept {[]} {[]}
","[R] Country of Immunization","The country in which the individual has been immunized person.","","","","","","","","","",,,,,"",,,,"Immunization.administration.country",0,1,"","","Immunization.location","Location.address.country"
"Immunization.protocol","Immunization.protocol","","","",1,1,"","","","BackboneElement {[]} {[]}
","[R] Protocol applied","The protocol (set of recommendations) being followed by the provider who administered the dose.","","","","","","","","","",,,,,"",,,,"Immunization.protocol",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}","Immunization.protocolApplied"
"Immunization.protocol.id","Immunization.protocol.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Immunization.protocol.extension","Immunization.protocol.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Immunization.protocol.id","Immunization.protocol.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Immunization.protocol.extension","Immunization.protocol.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Immunization.protocol.modifierExtension","Immunization.protocol.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Immunization.protocol.doseNumber","Immunization.protocol.doseNumber","","","",1,1,"","","","integer {[]} {[]}
","[R] Dose Number","Dose Number","","","","","","","","","",,,,,"",,,,"Immunization.protocol.doseNumber",0,1,"","","Immunization.protocolApplied.doseNumber[x]"
"Immunization.protocol.seriesDoseNumber","Immunization.protocol.seriesDoseNumber","","","",0,1,"","","","integer {[]} {[]}
","Series Dose Number","Series Dose Number","","","","","","","","","",,,,,"",,,,"Immunization.protocol.seriesDoseNumber",0,1,"","","Immunization.protocolApplied.seriesDoses[x]"
"Immunization.reaction","Immunization.reaction","","","",0,*,"","","","BackboneElement {[]} {[]}
","Adverse Reaction","Adverse Reaction","","","","","","","","","",,,,,"",,,,"Immunization.reaction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}","Immunization.reaction"
"Immunization.reaction.id","Immunization.reaction.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Immunization.reaction.extension","Immunization.reaction.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Immunization.reaction.id","Immunization.reaction.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"Immunization.reaction.extension","Immunization.reaction.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"Immunization.reaction.modifierExtension","Immunization.reaction.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"Immunization.reaction.reported","Immunization.reaction.reported","","","",1,1,"","","","boolean {[]} {[]}
","[R] Adverse Reaction Following Immunization","A flag to identify an adverse reaction was reported following administration of a Medicinal Immunizing Product. 
Used as a signal to practitioners that an adverse reaction was reported in relation to a particular immunization event. This field can also prompt the practitioner to send an Adverse Event report if an adverse reaction occurs in the office shortly after immunization or is reported at a future visit.","","","","","","","","","",,,,,"",,,,"Immunization.reaction.reported",0,1,"","","Immunization.reaction.reported"
"Immunization.reaction.date","Immunization.reaction.date","","","",1,1,"","","","dateTime {[]} {[]}
","[R] Adverse Reaction date","The date the Adverse Reaction Following Immunization occurred.
Not to be confused with the date the reaction was reported","","","","","","","","","",,,,,"",,,,"Immunization.reaction.date",0,1,"","","Immunization.reaction.date"
"Immunization.reaction.manifestation","Immunization.reaction.manifestation","","","",1,1,"","","","BackboneElement {[]} {[]}
","[R] Adverse Reaction manifestation","Indicates the specific type of Adverse Reaction Following Immunization that occurred. 
Example: Rash, Hives","","","","","","","","","",,,,,"",,,,"Immunization.reaction.manifestation",0,1,"","","Immunization.reaction.detail"
"Immunization.forecast","Immunization.forecast","","","",0,0,"","","","http://iso.org/fhir/ts-5384/StructureDefinition/Forecast {[]} {[]}
","[NR] Subject's immunization forecast","Subject's immunization forecast","","","","","","","","","",,,,,"",,,,"Immunization.forecast",0,1,"","","ImmunizationRecommendation"
"Immunization.notes","Immunization.notes","","","",0,1,"","","","markdown {[]} {[]}
","Additional information relevant to the immunization record.","The note is specific to the immunization event, agent or antigen.","","","","","","","","","",,,,,"",,,,"Immunization.notes",0,1,"","","Immunization.note"
